0.379999995,0.079999998,0.610000014
0.300000012,0.090000004,0.289999992
0.330000013,0.109999999,0.029999999
0.280000001,0.159999996,-0.209999993
0.289999992,0.239999995,-0.519999981
0.230000004,0.230000004,-0.829999983
0.270000011,0.239999995,-1.049999952
0.25999999,0.370000005,-1.399999976
0.150000006,0.449999988,-1.580000043
0.01,0.50999999,-1.799999952
-0.119999997,0.439999998,-1.929999948
-0.239999995,0.439999998,-2.029999971
-0.280000001,0.370000005,-2.160000086
-0.449999988,0.310000002,-2.359999895
-0.569999993,0.340000004,-2.75
-0.75,0.449999988,-3.25999999
-0.800000012,0.49000001,-3.519999981
-0.75999999,0.600000024,-3.859999895
-0.829999983,0.730000019,-4.159999847
-0.779999971,0.899999976,-4.199999809
-0.649999976,0.959999979,-4.159999847
-0.600000024,0.959999979,-4.090000153
-0.610000014,0.920000017,-4.079999924
-0.589999974,0.75999999,-3.849999905
-0.519999981,0.649999976,-3.930000067
-0.579999983,0.439999998,-3.859999895
-0.610000014,0.289999992,-3.809999943
-0.610000014,0.119999997,-3.720000029
-0.589999974,0.02,-3.650000095
-0.49000001,-0.050000001,-3.569999933
-0.479999989,-0.230000004,-3.339999914
-0.449999988,-0.189999998,-3
-0.360000014,0,-2.49000001
-0.280000001,0,-2
-0.059999999,0,-1.559999943
0.090000004,0,-1.200000048
0.300000012,0,-0.800000012
0.460000008,0,-0.469999999
0.50999999,0,-0.039999999
0.639999986,0,0.340000004
0.74000001,0,0.699999988
0.75999999,0,1.029999971
0.899999976,0,1.279999971
1.090000033,0,1.679999948
1.25999999,0,2.180000067
1.25999999,0,2.559999943
1.279999971,0,2.950000048
1.330000043,0,3.24000001
1.25,0,3.630000114
1.299999952,0,3.779999971
1.129999995,0,3.950000048
1.139999986,0,4.059999943
1.00999999,0,4.28000021
0.920000017,0,4.320000172
0.819999993,0,4.579999924
0.639999986,0,4.860000134
0.540000021,0,5
0.469999999,0,4.940000057
0.360000014,0,4.860000134
0.140000001,0,4.800000191
-0.02,0,4.550000191
-0.159999996,0,4.440000057
-0.310000002,0,4.199999809
-0.50999999,0,3.910000086
-0.629999995,0.25999999,3.710000038
-0.810000002,0.310000002,3.25999999
-0.949999988,0.419999987,2.819999933
-1.080000043,0.579999983,2.220000029
-1.120000005,0.569999993,1.840000033
-1.200000048,0.550000012,1.419999957
-1.190000057,0.550000012,1.159999967
-1.080000043,0.479999989,0.689999998
-0.980000019,0.5,0.349999994
-0.980000019,0.5,-0.07
-0.920000017,0.460000008,-0.620000005
-0.829999983,0.430000007,-0.720000029
-0.790000021,0.300000012,-0.970000029
-0.649999976,0.239999995,-1.25999999
-0.460000008,0.209999993,-1.5
-0.349999994,0.230000004,-1.889999986
-0.319999993,0.230000004,-2.160000086
-0.300000012,0.280000001,-2.480000019
-0.25999999,0.280000001,-2.74000001
-0.300000012,0.170000002,-3.059999943
-0.270000011,0.289999992,-3.49000001
-0.319999993,0.360000014,-3.75
-0.319999993,0.360000014,-4.03000021
-0.270000011,0.460000008,-4.21999979
-0.239999995,0.400000006,-4.25
-0.280000001,0.370000005,-4.329999924
-0.159999996,0.319999993,-4.269999981
-0.119999997,0.280000001,-4.329999924
-0.02,0.219999999,-4.329999924
-0.02,0.119999997,-4.190000057
0,0.01,-4.059999943
0.029999999,-0.230000004,-4.099999905
0,-0.439999998,-4.150000095
0.02,-0.660000026,-4.039999962
0.07,-0.720000029,-3.839999914
0.200000003,-0.589999974,-3.539999962
0.180000007,-0.449999988,-3.029999971
0.25,-0.230000004,-2.660000086
0.200000003,-0.159999996,-2.230000019
0.25999999,-0.170000002,-2.069999933
0.310000002,-0.140000001,-1.809999943
0.340000004,-0.119999997,-1.549999952
0.469999999,-0.02,-1.230000019
0.400000006,-0.140000001,-0.74000001
0.389999986,0.01,-0.310000002
0.360000014,-0.02,0.230000004
0.239999995,-0.119999997,0.569999993
0.270000011,-0.180000007,0.939999998
0.140000001,-0.029999999,1.340000033
0.07,0.200000003,1.870000005
0.029999999,0.5,2.440000057
0.090000004,0.74000001,2.720000029
0.119999997,0.829999983,3.049999952
0.180000007,0.75,3.50999999
0.219999999,0.569999993,3.819999933
0.280000001,0.469999999,4.119999886
0.469999999,0.409999996,4.590000153
0.5,0.430000007,4.760000229
0.589999974,0.460000008,4.949999809
0.620000005,0.540000021,5.079999924
0.74000001,0.680000007,5.329999924
0.720000029,0.860000014,5.389999866
0.720000029,0.959999979,5.25
0.75,0.970000029,5.159999847
0.790000021,0.879999995,4.860000134
0.790000021,0.680000007,4.639999866
0.810000002,0.519999981,4.539999962
0.829999983,0.379999995,4.300000191
0.939999998,0.289999992,4.090000153
0.839999974,0.330000013,3.960000038
0.829999983,0.439999998,3.730000019
0.639999986,0.519999981,3.349999905
0.569999993,0.469999999,2.789999962
0.400000006,0.349999994,2.079999924
0.230000004,0.219999999,1.480000019
0.140000001,0.170000002,0.850000024
0.090000004,0.109999999,0.319999993
0.029999999,0.039999999,-0.119999997
-0.029999999,0.079999998,-0.370000005
-0.109999999,0.150000006,-0.569999993
-0.100000001,0.270000011,-0.629999995
-0.119999997,0.389999986,-0.74000001
-0.159999996,0.310000002,-1.090000033
-0.189999998,0.340000004,-1.230000019
-0.25999999,0.310000002,-1.480000019
-0.379999995,0.370000005,-1.690000057
-0.589999974,0.469999999,-2.00999999
-0.699999988,0.49000001,-2.430000067
-0.839999974,0.479999989,-2.579999924
-0.939999998,0.460000008,-2.930000067
-1.080000043,0.569999993,-3.049999952
-1.080000043,0.620000005,-3.380000114
-1.149999976,0.529999971,-3.569999933
-1.169999957,0.620000005,-3.839999914
-1.070000052,0.569999993,-4.199999809
-1.110000014,0.569999993,-4.5
-1.090000033,0.50999999,-4.909999847
-1.00999999,0.5,-5.170000076
-0.939999998,0.479999989,-5.059999943
-0.879999995,0.310000002,-5.090000153
-0.810000002,0.209999993,-5.079999924
-0.680000007,0.119999997,-4.849999905
-0.720000029,0,-4.510000229
-0.540000021,0.119999997,-4.139999866
-0.639999986,0.050000001,-3.75
-0.589999974,-0.079999998,-3.680000067
-0.529999971,-0.050000001,-3.609999895
-0.519999981,-0.02,-3.279999971
-0.449999988,0.01,-2.930000067
-0.460000008,0.119999997,-2.309999943
-0.319999993,0.180000007,-1.950000048
-0.340000004,0.180000007,-1.529999971
-0.25,0.100000001,-1.24000001
-0.150000006,0.119999997,-0.920000017
-0.050000001,0.079999998,-0.540000021
0.090000004,-0.039999999,0.01
0.25,-0.039999999,0.50999999
0.439999998,-0.170000002,0.920000017
0.639999986,-0.280000001,1.440000057
0.839999974,-0.109999999,1.929999948
1.039999962,0.059999999,2.420000076
1.110000014,0.340000004,2.940000057
1.220000029,0.540000021,3.450000048
1.220000029,0.629999995,4.070000172
1.169999957,0.610000014,4.550000191
1.029999971,0.469999999,4.800000191
0.980000019,0.439999998,5.059999943
1.039999962,0.419999987,5.050000191
0.920000017,0.540000021,5.139999866
0.839999974,0.769999981,5.099999905
0.829999983,0.899999976,5.239999771
0.839999974,0.980000019,5.269999981
0.75,0.949999988,5.28000021
0.680000007,0.870000005,5
0.529999971,0.620000005,4.699999809
0.379999995,0.419999987,4.309999943
0.219999999,0.300000012,3.880000114
0.239999995,0.300000012,3.359999895
0.200000003,0.310000002,2.920000076
0.140000001,0.389999986,2.5
0.119999997,0.25,2.00999999
0.170000002,0.239999995,1.710000038
0.300000012,0.370000005,1.460000038
0.300000012,0.460000008,1.179999948
0.310000002,0.50999999,1.149999976
0.310000002,0.479999989,0.889999986
0.119999997,0.349999994,0.439999998
0.059999999,0.349999994,-0.200000003
-0.150000006,0.239999995,-1.070000052
-0.340000004,0.239999995,-1.649999976
-0.560000002,0.360000014,-2.180000067
-0.779999971,0.379999995,-2.660000086
-0.949999988,0.479999989,-3.039999962
-0.850000024,0.620000005,-3.329999924
-0.870000005,0.689999998,-3.410000086
-0.810000002,0.810000002,-3.279999971
-0.889999986,0.800000012,-3.309999943
-0.889999986,0.720000029,-3.609999895
-0.920000017,0.49000001,-3.839999914
-1.019999981,0.409999996,-4.110000134
-1,0.319999993,-4.300000191
-1.129999995,0.219999999,-4.639999866
-1.090000033,0.289999992,-5.039999962
-1.149999976,0.25,-5.420000076
-1.24000001,0.189999998,-5.510000229
-1.159999967,0.219999999,-5.309999943
-0.99000001,0.280000001,-5.03000021
-0.860000014,0.330000013,-4.769999981
-0.529999971,0.289999992,-4.380000114
-0.360000014,0.300000012,-4.019999981
-0.079999998,0.310000002,-3.789999962
0.090000004,0.289999992,-3.5
0.219999999,0.219999999,-3.029999971
0.109999999,0.170000002,-2.829999924
0.200000003,0.140000001,-2.549999952
0.180000007,0.090000004,-2.349999905
0.140000001,-0.100000001,-2.200000048
0.159999996,-0.140000001,-1.730000019
0.170000002,-0.140000001,-1.320000052
0.159999996,-0.109999999,-0.689999998
0.129999995,-0.07,-0.319999993
0.209999993,0.090000004,0.209999993
0.280000001,0.02,0.839999974
0.330000013,0.07,1.309999943
0.449999988,0.170000002,1.970000029
0.660000026,0.25,2.460000038
0.790000021,0.289999992,2.769999981
0.879999995,0.25999999,3
0.889999986,0.289999992,3.400000095
0.939999998,0.400000006,3.670000076
0.939999998,0.409999996,3.940000057
0.920000017,0.289999992,4.099999905
0.839999974,0.109999999,4.190000057
0.779999971,0.029999999,4.380000114
0.649999976,0.159999996,4.559999943
0.560000002,0.300000012,4.619999886
0.589999974,0.419999987,4.71999979
0.560000002,0.439999998,4.599999905
0.620000005,0.370000005,4.599999905
0.579999983,0.439999998,4.570000172
0.540000021,0.660000026,4.590000153
0.50999999,0.639999986,4.519999981
0.370000005,0.610000014,4.400000095
0.310000002,0.409999996,3.980000019
